,CODIGOCIE,ESCOLA,DIRETORIA,MUNICIPIO,SERIE,IDPort,IDMat,IndDesemp,IndFluxo,IDESP,META,ORDEM,_REGICAO_NOME,_ANO,_DIRETORIA_ID,_MUNICIPIO_ID
2561,030703,AGNES LIEDTKE,ANDRADINA,PEREIRA BARRETO,9º ANO EF,"4,1077","3,7580","3,93","0,9982","3,92","4,33",2,INTERIOR,2019,20801,522
2562,020345,JUCA LOUREIRO PROFESSOR,SAO JOAO DA BOA VISTA,ESPIRITO SANTO DO PINHAL,9º ANO EF,"5,1007","4,2993","4,70","0,9097","4,28","4,45",2,INTERIOR,2019,20413,530
2563,020345,JUCA LOUREIRO PROFESSOR,SAO JOAO DA BOA VISTA,ESPIRITO SANTO DO PINHAL,3º ANO EM,"3,5657","2,3487","2,96","0,8550","2,53","2,74",3,INTERIOR,2019,20413,530
2564,029452,CESARE TOPPINO PADRE,ANDRADINA,LAVINIA,3º ANO EM,"4,7693","4,1537","4,46","0,9937","4,43","4,49",3,INTERIOR,2019,20801,413
2565,023358,FRANCISCO RIBEIRO SOARES JUNIOR,SAO JOAQUIM DA BARRA,BURITIZAL,3º ANO EM,"2,4447","1,8273","2,14","0,9811","2,10","3,53",3,INTERIOR,2019,20510,231
2566,029661,MARILENA SANTANA CORREA FERNANDES PROFA,ANDRADINA,MIRANDOPOLIS,9º ANO EF,"3,4920","3,0890","3,29","0,9948","3,27","3,86",2,INTERIOR,2019,20801,449
2567,029661,MARILENA SANTANA CORREA FERNANDES PROFA,ANDRADINA,MIRANDOPOLIS,3º ANO EM,"3,5833","2,5927","3,09","0,9927","3,07","3,25",3,INTERIOR,2019,20801,449
2568,029427,EDGAR RAIMUNDO DA COSTA DR,ANDRADINA,MIRANDOPOLIS,3º ANO EM,"3,9243","2,9290","3,43","0,9880","3,39","3,54",3,INTERIOR,2019,20801,449
2569,023231,MARTINHO SYLVIO BIZUTTI PROFESSOR,SAO JOAQUIM DA BARRA,IGARAPAVA,3º ANO EM,"2,1983","1,3747","1,79","0,8779","1,57","2,06",3,INTERIOR,2019,20510,349
2570,024806,MANOEL MARTINS,SAO JOAQUIM DA BARRA,MORRO AGUDO,9º ANO EF,"3,5417","2,3530","2,95","0,9647","2,85","3,41",2,INTERIOR,2019,20510,467
2571,024806,MANOEL MARTINS,SAO JOAQUIM DA BARRA,MORRO AGUDO,3º ANO EM,"3,0263","1,9257","2,48","0,9291","2,30","2,58",3,INTERIOR,2019,20510,467
2572,407215,DARIO GIOMETTI PROFESSOR,ANDRADINA,CASTILHO,9º ANO EF,"3,7780","3,9190","3,85","0,9939","3,83","4,04",2,INTERIOR,2019,20801,259
2573,905914,JOAO CARREIRA,ANDRADINA,ANDRADINA,3º ANO EM,"4,0000","3,3333","3,67","1,0000","3,67","3,80",3,INTERIOR,2019,20801,170
2574,031549,HANS WIRTH,ADAMANTINA,SALMOURAO,9º ANO EF,"3,8093","3,8103","3,81","0,9912","3,78","4,00",2,INTERIOR,2019,20901,599
2575,031549,HANS WIRTH,ADAMANTINA,SALMOURAO,3º ANO EM,"3,6273","1,8627","2,75","0,9726","2,67","2,87",3,INTERIOR,2019,20901,599
2576,029336,NOEMIA DIAS PEROTTI DONA,ANDRADINA,MIRANDOPOLIS,9º ANO EF,"4,0903","3,5173","3,80","0,9954","3,78","4,00",2,INTERIOR,2019,20801,449
2577,029336,NOEMIA DIAS PEROTTI DONA,ANDRADINA,MIRANDOPOLIS,3º ANO EM,"2,8813","2,1047","2,49","1,0000","2,49","3,20",3,INTERIOR,2019,20801,449
2578,031550,WALDOMIRO SAMPAIO DE SOUZA PREFEITO,ADAMANTINA,SAGRES,9º ANO EF,"3,5293","3,1377","3,33","0,9798","3,26","3,51",2,INTERIOR,2019,20901,595
2579,031550,WALDOMIRO SAMPAIO DE SOUZA PREFEITO,ADAMANTINA,SAGRES,3º ANO EM,"2,5397","1,8333","2,19","0,8750","1,92","2,76",3,INTERIOR,2019,20901,595
2580,024648,GETULIO LIMA CAPITAO,SAO JOAQUIM DA BARRA,SALES OLIVEIRA,9º ANO EF,"3,6047","3,2083","3,41","0,9817","3,35","3,63",2,INTERIOR,2019,20510,597
2581,024648,GETULIO LIMA CAPITAO,SAO JOAQUIM DA BARRA,SALES OLIVEIRA,3º ANO EM,"3,2877","1,6897","2,49","0,9592","2,39","2,62",3,INTERIOR,2019,20510,597
2582,029609,JOAO BREMBATTI CALVOSO,ANDRADINA,ANDRADINA,9º ANO EF,"3,8510","3,4483","3,65","0,9852","3,60","3,83",2,INTERIOR,2019,20801,170
2583,029609,JOAO BREMBATTI CALVOSO,ANDRADINA,ANDRADINA,3º ANO EM,"3,1333","1,6660","2,40","0,9762","2,34","3,67",3,INTERIOR,2019,20801,170
2584,029397,AUGUSTO MARIANI DR,ANDRADINA,ANDRADINA,9º ANO EF,"3,9147","3,0700","3,49","0,9833","3,43","3,67",2,INTERIOR,2019,20801,170
2585,029397,AUGUSTO MARIANI DR,ANDRADINA,ANDRADINA,3º ANO EM,"2,5807","1,3750","1,98","0,9664","1,91","3,19",3,INTERIOR,2019,20801,170
2586,030557,LEA SILVA MORAES PROFA,ANDRADINA,ILHA SOLTEIRA,9º ANO EF,"4,9350","4,7300","4,83","0,9935","4,80","4,94",2,INTERIOR,2019,20801,750
2587,900709,NEUSA OKANO MIZUNO PROFESSORA,SAO JOAQUIM DA BARRA,MORRO AGUDO,9º ANO EF,"2,7273","3,0003","2,86","0,9091","2,60","3,08",2,INTERIOR,2019,20510,467
2588,030831,TAIEKA TAKAHASHI GIMENES PROFA,ADAMANTINA,PRACINHA,9º ANO EF,"2,9167","2,9167","2,92","1,0000","2,92","3,35",2,INTERIOR,2019,20901,778
2589,030831,TAIEKA TAKAHASHI GIMENES PROFA,ADAMANTINA,PRACINHA,3º ANO EM,"3,3333","3,3333","3,33","0,9796","3,26","3,42",3,INTERIOR,2019,20901,778
2590,029373,ALVARO GUIAO DR,ANDRADINA,ANDRADINA,9º ANO EF,"3,7083","3,0483","3,38","0,9866","3,33","4,06",2,INTERIOR,2019,20801,170
2591,029373,ALVARO GUIAO DR,ANDRADINA,ANDRADINA,3º ANO EM,"3,6320","2,2377","2,93","0,9644","2,83","3,14",3,INTERIOR,2019,20801,170
2592,031461,SALVADOR RAMOS DE MOURA PROF,ADAMANTINA,SAO JOAO DO PAU D'ALHO,9º ANO EF,"3,7040","3,8883","3,80","0,9880","3,75","4,61",2,INTERIOR,2019,20901,641
2593,031461,SALVADOR RAMOS DE MOURA PROF,ADAMANTINA,SAO JOAO DO PAU D'ALHO,3º ANO EM,"3,7253","2,3537","3,04","1,0000","3,04","3,39",3,INTERIOR,2019,20901,641
2594,036195,URUBUPUNGA,ANDRADINA,ILHA SOLTEIRA,3º ANO EM,"3,9930","2,7280","3,36","0,9707","3,26","3,42",3,INTERIOR,2019,20801,750
2595,030740,ARNO HAUSSER,ANDRADINA,ILHA SOLTEIRA,9º ANO EF,"3,6530","3,5893","3,62","0,9622","3,48","3,98",2,INTERIOR,2019,20801,750
2596,030740,ARNO HAUSSER,ANDRADINA,ILHA SOLTEIRA,3º ANO EM,"4,1133","1,9727","3,04","0,9558","2,91","3,10",3,INTERIOR,2019,20801,750
2597,029361,FRANCISCO TEODORO DE ANDRADE,ANDRADINA,ANDRADINA,9º ANO EF,"4,4277","3,8307","4,13","0,9736","4,02","4,21",2,INTERIOR,2019,20801,170
2598,029361,FRANCISCO TEODORO DE ANDRADE,ANDRADINA,ANDRADINA,3º ANO EM,"4,3097","2,8113","3,56","0,9598","3,42","3,57",3,INTERIOR,2019,20801,170
2599,029488,PAULO GRASSI BONILHA DR,ANDRADINA,ITAPURA,9º ANO EF,"3,3333","2,6950","3,01","0,9784","2,94","3,49",2,INTERIOR,2019,20801,378
2600,029488,PAULO GRASSI BONILHA DR,ANDRADINA,ITAPURA,3º ANO EM,"3,8097","2,0007","2,91","0,9358","2,72","2,92",3,INTERIOR,2019,20801,378
2601,031513,LÉA APARECIDA VIEIRA GUEDES,ADAMANTINA,TUPI PAULISTA,3º ANO EM,"3,3333","2,3050","2,82","0,9880","2,79","3,07",3,INTERIOR,2019,20901,698
2602,031069,JOEL AGUIAR PROF,ADAMANTINA,PACAEMBU,9º ANO EF,"3,7177","2,5977","3,16","0,9690","3,06","3,49",2,INTERIOR,2019,20901,497
2603,031069,JOEL AGUIAR PROF,ADAMANTINA,PACAEMBU,3º ANO EM,"2,9760","1,7850","2,38","0,8808","2,10","2,38",3,INTERIOR,2019,20901,497
2604,031446,FERDINANDO IENNY,ADAMANTINA,OURO VERDE,3º ANO EM,"3,7837","2,6663","3,23","0,9826","3,17","3,34",3,INTERIOR,2019,20901,496
2605,031616,OSVALDO MARTINS,ADAMANTINA,OSVALDO CRUZ,9º ANO EF,"4,2853","3,6507","3,97","0,9692","3,85","4,16",2,INTERIOR,2019,20901,494
2606,031616,OSVALDO MARTINS,ADAMANTINA,OSVALDO CRUZ,3º ANO EM,"3,4447","1,4443","2,44","0,9407","2,30","2,83",3,INTERIOR,2019,20901,494
2607,029506,JUVENTINO NOGUEIRA RAMOS,ANDRADINA,GUARACAI,9º ANO EF,"4,0193","3,5293","3,77","0,9637","3,63","3,86",2,INTERIOR,2019,20801,326
2608,029506,JUVENTINO NOGUEIRA RAMOS,ANDRADINA,GUARACAI,3º ANO EM,"3,6260","1,8887","2,76","0,9317","2,57","2,78",3,INTERIOR,2019,20801,326
2609,031422,JACINTO PERNAS GOMATO,ADAMANTINA,NOVA GUATAPORANGA,9º ANO EF,"5,0000","4,3857","4,69","1,0000","4,69","4,82",2,INTERIOR,2019,20901,479
2610,031422,JACINTO PERNAS GOMATO,ADAMANTINA,NOVA GUATAPORANGA,3º ANO EM,"4,2860","3,1740","3,73","1,0000","3,73","3,85",3,INTERIOR,2019,20901,479
2611,031525,IDENE RODRIGUES DOS SANTOS PROF,ADAMANTINA,JUNQUEIROPOLIS,9º ANO EF,"4,3133","3,9363","4,12","0,9616","3,96","4,16",2,INTERIOR,2019,20901,408
2612,031525,IDENE RODRIGUES DOS SANTOS PROF,ADAMANTINA,JUNQUEIROPOLIS,3º ANO EM,"4,1670","2,9347","3,55","0,9317","3,31","3,48",3,INTERIOR,2019,20901,408
2613,030958,JOSE EDSON MOYSES PROF,ADAMANTINA,IRAPURU,9º ANO EF,"4,1223","2,9823","3,55","0,9130","3,24","3,50",2,INTERIOR,2019,20901,364
2614,030958,JOSE EDSON MOYSES PROF,ADAMANTINA,IRAPURU,3º ANO EM,"4,0657","2,3570","3,21","0,8606","2,76","2,96",3,INTERIOR,2019,20901,364
2615,031297,OSCAR PEDROSO HORTA MINISTRO,ADAMANTINA,SANTA MERCEDES,9º ANO EF,"3,3333","2,0000","2,67","0,9853","2,63","2,92",2,INTERIOR,2019,20901,619
2616,031297,OSCAR PEDROSO HORTA MINISTRO,ADAMANTINA,SANTA MERCEDES,3º ANO EM,"3,2097","2,3070","2,76","0,9506","2,62","2,83",3,INTERIOR,2019,20901,619
2617,922584,MARIA APARECIDA LOPES PROFA,ADAMANTINA,OSVALDO CRUZ,9º ANO EF,"3,6457","3,5900","3,62","0,9885","3,58","3,81",2,INTERIOR,2019,20901,494
2618,922584,MARIA APARECIDA LOPES PROFA,ADAMANTINA,OSVALDO CRUZ,3º ANO EM,"2,5223","1,8333","2,18","0,9551","2,08","2,67",3,INTERIOR,2019,20901,494
2619,031159,LUCIO ANTUNES DOM,ADAMANTINA,PANORAMA,9º ANO EF,"3,5893","2,8643","3,23","0,9845","3,18","3,44",2,INTERIOR,2019,20901,502
2620,031159,LUCIO ANTUNES DOM,ADAMANTINA,PANORAMA,3º ANO EM,"3,7630","1,8280","2,80","0,9773","2,74","2,95",3,INTERIOR,2019,20901,502
2621,031355,ORLANDO GUIRADO BRAGA PROF,ADAMANTINA,PAULICEIA,9º ANO EF,"3,5100","2,7833","3,15","0,9551","3,01","3,31",2,INTERIOR,2019,20901,512
2622,031355,ORLANDO GUIRADO BRAGA PROF,ADAMANTINA,PAULICEIA,3º ANO EM,"2,3610","1,3890","1,88","0,8812","1,66","2,63",3,INTERIOR,2019,20901,512
2623,031458,JOAO BRASIO,ADAMANTINA,PANORAMA,9º ANO EF,"3,6743","3,2970","3,49","0,9680","3,38","3,63",2,INTERIOR,2019,20901,502
2624,031458,JOAO BRASIO,ADAMANTINA,PANORAMA,3º ANO EM,"3,1480","1,7543","2,45","0,9511","2,33","3,10",3,INTERIOR,2019,20901,502
2625,031574,BENJAMIN CONSTANT,ADAMANTINA,OSVALDO CRUZ,9º ANO EF,"3,4013","2,6803","3,04","1,0000","3,04","3,31",2,INTERIOR,2019,20901,494
2626,031574,BENJAMIN CONSTANT,ADAMANTINA,OSVALDO CRUZ,3º ANO EM,"2,9233","1,7433","2,33","0,9483","2,21","2,44",3,INTERIOR,2019,20901,494
2627,031598,IRALDO ANTONIO MARTINS DE TOLEDO,ADAMANTINA,INUBIA PAULISTA,9º ANO EF,"3,5810","3,5897","3,59","0,9725","3,49","3,78",2,INTERIOR,2019,20901,356
2628,031598,IRALDO ANTONIO MARTINS DE TOLEDO,ADAMANTINA,INUBIA PAULISTA,3º ANO EM,"3,3333","2,3233","2,83","0,9114","2,58","2,79",3,INTERIOR,2019,20901,356
2629,031471,JOAO BERNARDI,ADAMANTINA,MONTE CASTELO,9º ANO EF,"4,0807","3,6253","3,85","0,9742","3,75","3,97",2,INTERIOR,2019,20901,464
2630,031471,JOAO BERNARDI,ADAMANTINA,MONTE CASTELO,3º ANO EM,"3,7497","2,9157","3,33","0,9913","3,30","3,46",3,INTERIOR,2019,20901,464
2631,030788,JOSE FIRPO,ADAMANTINA,LUCELIA,9º ANO EF,"3,1947","2,5927","2,89","0,9841","2,84","3,12",2,INTERIOR,2019,20901,422
2632,030788,JOSE FIRPO,ADAMANTINA,LUCELIA,3º ANO EM,"3,2893","1,8617","2,58","0,9175","2,37","2,59",3,INTERIOR,2019,20901,422
2633,031306,GERALDO PECORARI PROF,ADAMANTINA,JUNQUEIROPOLIS,9º ANO EF,"5,6500","6,2147","5,93","1,0000","5,93","5,94",2,INTERIOR,2019,20901,408
2634,030910,PERCIO GOMES GONZALES DR,ADAMANTINA,FLORIDA PAULISTA,9º ANO EF,"3,9517","3,2290","3,59","0,9622","3,45","3,69",2,INTERIOR,2019,20901,308
2635,030910,PERCIO GOMES GONZALES DR,ADAMANTINA,FLORIDA PAULISTA,3º ANO EM,"2,4783","1,5383","2,01","0,9135","1,84","2,62",3,INTERIOR,2019,20901,308
2636,030995,GUILHERME BUZINARO PREFEITO,ADAMANTINA,FLORA RICA,3º ANO EM,"3,1373","1,3727","2,26","0,9778","2,21","3,26",3,INTERIOR,2019,20901,306
2637,578915,PROFESSOR CARLOS UMBERTO CARRARA,ADAMANTINA,LUCELIA,3º ANO EM,"5,0987","3,5293","4,31","0,9722","4,19","4,27",3,INTERIOR,2019,20901,422
2638,011502,THEREZA SILVEIRA DE ALMEIDA PROFESSORA,SANTOS,GUARUJA,3º ANO EM,"3,3583","1,6550","2,51","0,9786","2,46","2,67",3,INTERIOR,2019,20102,335
2639,031252,JULIETA GUEDES MENDONCA PROFA,ADAMANTINA,DRACENA,9º ANO EF,"3,9857","3,2213","3,60","0,9796","3,53","3,76",2,INTERIOR,2019,20901,292
2640,031252,JULIETA GUEDES MENDONCA PROFA,ADAMANTINA,DRACENA,3º ANO EM,"3,4647","2,1297","2,80","0,9700","2,72","2,92",3,INTERIOR,2019,20901,292
2641,031276,ISAC PEREIRA GARCEZ ENG,ADAMANTINA,DRACENA,9º ANO EF,"3,2160","3,2730","3,24","0,9194","2,98","3,41",2,INTERIOR,2019,20901,292
2642,031276,ISAC PEREIRA GARCEZ ENG,ADAMANTINA,DRACENA,3º ANO EM,"4,0910","2,7193","3,41","0,8426","2,87","3,06",3,INTERIOR,2019,20901,292
2643,925883,MARTINHO RUBENS BELLUCO PROFESSOR,AMERICANA,AMERICANA,9º ANO EF,"3,2817","3,0087","3,15","0,9631","3,03","3,30",2,INTERIOR,2019,20401,165
2644,925883,MARTINHO RUBENS BELLUCO PROFESSOR,AMERICANA,AMERICANA,3º ANO EM,"2,8333","1,4413","2,14","0,9318","1,99","2,42",3,INTERIOR,2019,20401,165
2645,029836,LIDIA PERRI BARBOSA PROFA,ARACATUBA,SANTO ANTONIO DO ARACANGUA,3º ANO EM,"2,5760","1,7030","2,14","0,9879","2,11","3,00",3,INTERIOR,2019,20802,765
2646,029816,JOAO BATISTA BOTELHO,ARACATUBA,SANTO ANTONIO DO ARACANGUA,3º ANO EM,"2,9413","3,1483","3,04","1,0000","3,04","3,22",3,INTERIOR,2019,20802,765
2647,029981,VICENTE BARBOSA,ARACATUBA,VALPARAISO,9º ANO EF,"3,9890","3,4407","3,71","0,9859","3,66","3,88",2,INTERIOR,2019,20802,710
2648,029981,VICENTE BARBOSA,ARACATUBA,VALPARAISO,3º ANO EM,"3,6850","2,0953","2,89","0,9974","2,88","3,11",3,INTERIOR,2019,20802,710
2649,498087,DAVID GOLIAS PROF,ARACATUBA,VALPARAISO,9º ANO EF,"3,4317","2,3417","2,89","1,0000","2,89","3,62",2,INTERIOR,2019,20802,710
2650,029944,JOAO ARRUDA BRASIL,ARACATUBA,GUARARAPES,9º ANO EF,"4,1857","3,7687","3,98","0,9964","3,97","4,17",2,INTERIOR,2019,20802,330
2651,029944,JOAO ARRUDA BRASIL,ARACATUBA,GUARARAPES,3º ANO EM,"4,8480","2,9010","3,87","1,0000","3,87","3,98",3,INTERIOR,2019,20802,330
2652,029804,VITOR ANTONIO TRINDADE PROF,ARACATUBA,ARACATUBA,9º ANO EF,"4,5103","3,1747","3,84","0,9696","3,72","3,94",2,INTERIOR,2019,20802,177
2653,029804,VITOR ANTONIO TRINDADE PROF,ARACATUBA,ARACATUBA,3º ANO EM,"4,0230","2,3403","3,18","0,9025","2,87","3,06",3,INTERIOR,2019,20802,177
2654,029543,ARMEL MIRANDA,ANDRADINA,CASTILHO,9º ANO EF,"3,8240","3,4387","3,63","0,9735","3,53","3,76",2,INTERIOR,2019,20801,259
2655,029543,ARMEL MIRANDA,ANDRADINA,CASTILHO,3º ANO EM,"3,5657","2,0337","2,80","0,9465","2,65","2,85",3,INTERIOR,2019,20801,259
2656,913571,PAULINA DE MORAIS PROFA,APIAI,RIBEIRAO BRANCO,9º ANO EF,"4,0000","4,9270","4,46","1,0000","4,46","4,61",2,INTERIOR,2019,20301,578
2657,913571,PAULINA DE MORAIS PROFA,APIAI,RIBEIRAO BRANCO,3º ANO EM,"3,2000","2,2223","2,71","1,0000","2,71","3,14",3,INTERIOR,2019,20301,578
2658,014369,LUIZ JOSE DIAS PROF,APIAI,RIBEIRAO BRANCO,9º ANO EF,"4,9617","4,2357","4,60","0,9779","4,50","4,65",2,INTERIOR,2019,20301,578
2659,014369,LUIZ JOSE DIAS PROF,APIAI,RIBEIRAO BRANCO,3º ANO EM,"4,2860","2,8577","3,57","0,9462","3,38","3,53",3,INTERIOR,2019,20301,578
2660,065456,JOAO PAULO II PAPA,APIAI,RIBEIRAO BRANCO,9º ANO EF,"4,3633","4,6673","4,52","0,9961","4,50","4,65",2,INTERIOR,2019,20301,578
2661,065456,JOAO PAULO II PAPA,APIAI,RIBEIRAO BRANCO,3º ANO EM,"3,1107","2,8450","2,98","1,0000","2,98","3,20",3,INTERIOR,2019,20301,578
2662,905252,HONORATO FERREIRA DA SILVA,APIAI,RIBEIRAO BRANCO,9º ANO EF,"5,4420","5,8520","5,65","0,9962","5,63","5,67",2,INTERIOR,2019,20301,578
2663,905252,HONORATO FERREIRA DA SILVA,APIAI,RIBEIRAO BRANCO,3º ANO EM,"4,0250","2,3613","3,19","0,9839","3,14","3,45",3,INTERIOR,2019,20301,578
2664,913583,HIROSHI KOSUGE,APIAI,RIBEIRAO BRANCO,9º ANO EF,"2,6667","3,8890","3,28","1,0000","3,28","4,08",2,INTERIOR,2019,20301,578
2665,913583,HIROSHI KOSUGE,APIAI,RIBEIRAO BRANCO,3º ANO EM,"3,8887","1,6667","2,78","1,0000","2,78","2,98",3,INTERIOR,2019,20301,578
2666,038885,ABDIEL LOPES MONTEIRO PROF,APIAI,RIBEIRAO BRANCO,9º ANO EF,"2,9460","2,4793","2,71","0,9701","2,63","2,92",2,INTERIOR,2019,20301,578
2667,038885,ABDIEL LOPES MONTEIRO PROF,APIAI,RIBEIRAO BRANCO,3º ANO EM,"2,4723","2,7963","2,63","0,7961","2,09","2,38",3,INTERIOR,2019,20301,578
2668,047612,SILVESTRE AUGUSTO DO NASCIMENTO,ARACATUBA,ARACATUBA,9º ANO EF,"3,8233","3,7967","3,81","0,9868","3,76","3,98",2,INTERIOR,2019,20802,177
2669,047612,SILVESTRE AUGUSTO DO NASCIMENTO,ARACATUBA,ARACATUBA,3º ANO EM,"3,3333","2,6263","2,98","0,9510","2,83","3,02",3,INTERIOR,2019,20802,177
2670,029993,OLIMPIO CAMARGO PROF,ARACATUBA,BENTO DE ABREU,9º ANO EF,"4,5237","2,5640","3,54","1,0000","3,54","4,12",2,INTERIOR,2019,20802,211
2671,029993,OLIMPIO CAMARGO PROF,ARACATUBA,BENTO DE ABREU,3º ANO EM,"3,4480","1,3793","2,41","0,9512","2,29","2,80",3,INTERIOR,2019,20802,211
2672,029762,NILCE MAIA SOUTO MELO PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"4,6083","3,2860","3,95","0,9937","3,93","4,13",2,INTERIOR,2019,20802,177
2673,029762,NILCE MAIA SOUTO MELO PROFA,ARACATUBA,ARACATUBA,3º ANO EM,"3,5333","2,3527","2,94","0,9703","2,85","3,04",3,INTERIOR,2019,20802,177
2674,030041,WALDEMAR QUEIROZ PROF,ARACATUBA,GUARARAPES,9º ANO EF,"3,0833","2,8683","2,98","1,0000","2,98","3,48",2,INTERIOR,2019,20802,330
2675,030041,WALDEMAR QUEIROZ PROF,ARACATUBA,GUARARAPES,3º ANO EM,"4,1203","1,9207","3,02","0,9586","2,89","3,11",3,INTERIOR,2019,20802,330
2676,907236,MARIA DO CARMO LELIS PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"3,3333","2,2220","2,78","0,9948","2,77","3,05",2,INTERIOR,2019,20802,177
2677,907236,MARIA DO CARMO LELIS PROFA,ARACATUBA,ARACATUBA,3º ANO EM,"3,1947","1,5280","2,36","0,9888","2,33","3,02",3,INTERIOR,2019,20802,177
2678,030053,MARIA APPARECIDA BALTHAZAR POCO PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"3,7850","2,9520","3,37","0,9663","3,26","3,51",2,INTERIOR,2019,20802,177
2679,030053,MARIA APPARECIDA BALTHAZAR POCO PROFA,ARACATUBA,ARACATUBA,3º ANO EM,"3,9153","1,8517","2,88","0,9380","2,70","2,90",3,INTERIOR,2019,20802,177
2680,029798,MANOEL BENTO DA CRUZ,ARACATUBA,ARACATUBA,9º ANO EF,"3,6363","3,0390","3,34","0,9875","3,30","3,55",2,INTERIOR,2019,20802,177
2681,029798,MANOEL BENTO DA CRUZ,ARACATUBA,ARACATUBA,3º ANO EM,"3,7143","2,1293","2,92","0,9389","2,74","3,39",3,INTERIOR,2019,20802,177
2682,029713,LUIZ GAMA,ARACATUBA,ARACATUBA,9º ANO EF,"4,4440","3,7563","4,10","1,0000","4,10","4,71",2,INTERIOR,2019,20802,177
2683,029713,LUIZ GAMA,ARACATUBA,ARACATUBA,3º ANO EM,"5,6137","2,4237","4,02","1,0000","4,02","4,12",3,INTERIOR,2019,20802,177
2684,030016,VANIOLE DIONYSIO MARQUES PAVAN PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"2,9630","2,0220","2,49","0,9650","2,40","3,05",2,INTERIOR,2019,20802,177
2685,030016,VANIOLE DIONYSIO MARQUES PAVAN PROFA,ARACATUBA,ARACATUBA,3º ANO EM,"2,5833","1,1110","1,85","0,9372","1,73","1,97",3,INTERIOR,2019,20802,177
2686,039822,HELOIZA THEREZINHA MURBACH LACAVA PROFA,AMERICANA,SANTA BARBARA D'OESTE,9º ANO EF,"3,7290","2,9447","3,34","0,9463","3,16","3,42",2,INTERIOR,2019,20401,606
2687,039822,HELOIZA THEREZINHA MURBACH LACAVA PROFA,AMERICANA,SANTA BARBARA D'OESTE,3º ANO EM,"3,5713","2,8573","3,21","0,8618","2,77","2,97",3,INTERIOR,2019,20401,606
2688,030004,FRANCISCO PRUDENTE CORREA CORONEL,ARACATUBA,RUBIACEA,9º ANO EF,"3,8460","3,8267","3,84","1,0000","3,84","4,11",2,INTERIOR,2019,20802,592
2689,030004,FRANCISCO PRUDENTE CORREA CORONEL,ARACATUBA,RUBIACEA,3º ANO EM,"3,6667","1,7463","2,71","0,9900","2,68","4,15",3,INTERIOR,2019,20802,592
2690,029774,JOSE AUGUSTO LOPES BORGES PROF,ARACATUBA,ARACATUBA,9º ANO EF,"4,9490","3,6340","4,29","0,9866","4,23","4,41",2,INTERIOR,2019,20802,177
2691,029774,JOSE AUGUSTO LOPES BORGES PROF,ARACATUBA,ARACATUBA,3º ANO EM,"4,1993","2,7267","3,46","0,9712","3,36","3,61",3,INTERIOR,2019,20802,177
2692,031636,DOM BOSCO,ADAMANTINA,OSVALDO CRUZ,3º ANO EM,"4,6160","2,0000","3,31","0,9881","3,27","3,43",3,INTERIOR,2019,20901,494
2693,030065,JOSE ARANTES TERRA PROF,ARACATUBA,ARACATUBA,9º ANO EF,"3,8407","2,3333","3,09","0,9648","2,98","3,25",2,INTERIOR,2019,20802,177
2694,030065,JOSE ARANTES TERRA PROF,ARACATUBA,ARACATUBA,3º ANO EM,"2,0840","1,6667","1,88","0,9270","1,74","1,99",3,INTERIOR,2019,20802,177
2695,029889,JORGE CORREA PROF,ARACATUBA,ARACATUBA,9º ANO EF,"4,1137","4,1407","4,13","1,0000","4,13","5,49",2,INTERIOR,2019,20802,177
2696,029889,JORGE CORREA PROF,ARACATUBA,ARACATUBA,3º ANO EM,"4,8143","3,3340","4,07","1,0000","4,07","4,41",3,INTERIOR,2019,20802,177
2697,920575,CONJUNTO HABITACIONAL EZEQUIEL BARBOSA,ARACATUBA,ARACATUBA,9º ANO EF,"3,2403","2,0520","2,65","0,9409","2,49","2,78",2,INTERIOR,2019,20802,177
2698,920575,CONJUNTO HABITACIONAL EZEQUIEL BARBOSA,ARACATUBA,ARACATUBA,3º ANO EM,"2,9547","1,3947","2,17","0,9932","2,16","2,39",3,INTERIOR,2019,20802,177
2699,029877,PURCINA ELISA DE ALMEIDA PROFA,ARACATUBA,ARACATUBA,9º ANO EF,"2,9827","2,6313","2,81","0,9940","2,79","3,07",2,INTERIOR,2019,20802,177
2700,029877,PURCINA ELISA DE ALMEIDA PROFA,ARACATUBA,ARACATUBA,3º ANO EM,"3,6787","2,5287","3,10","0,9701","3,01","3,19",3,INTERIOR,2019,20802,177
2701,029749,CLOVIS DE ARRUDA CAMPOS DR,ARACATUBA,ARACATUBA,9º ANO EF,"3,0720","2,1660","2,62","0,9251","2,42","2,97",2,INTERIOR,2019,20802,177
2702,029749,CLOVIS DE ARRUDA CAMPOS DR,ARACATUBA,ARACATUBA,3º ANO EM,"3,1440","1,5847","2,36","0,8884","2,10","2,33",3,INTERIOR,2019,20802,177
2703,924611,ARY BOCUHY PROF,ARACATUBA,ARACATUBA,9º ANO EF,"3,7040","2,7780","3,24","0,9839","3,19","3,45",2,INTERIOR,2019,20802,177
2704,924611,ARY BOCUHY PROF,ARACATUBA,ARACATUBA,3º ANO EM,"3,6880","1,3207","2,50","0,9752","2,44","2,66",3,INTERIOR,2019,20802,177
